local_level_id,local_level_name,district_name,province_name
520,Shitaganga Municipality,Arghakhanchi,Lumbini Province
521,Rampur Municipality,Palpa,Lumbini Province
522,Purbakhola Rural Municipality,Palpa,Lumbini Province
523,Rambha Rural Municipality,Palpa,Lumbini Province
524,Baganaskali Rural Municipality,Palpa,Lumbini Province
525,Tansen Municipality,Palpa,Lumbini Province
526,Ribdikot Rural Municipality,Palpa,Lumbini Province
527,Rainadevi Chhahara Rural Municipality,Palpa,Lumbini Province
528,Tinau Rural Municipality,Palpa,Lumbini Province
529,Mathagadhi Rural Municipality,Palpa,Lumbini Province
530,Nisdi Rural Municipality,Palpa,Lumbini Province
531,Bardaghat Municipality,Parasi,Lumbini Province
532,Sunawal Municipality,Parasi,Lumbini Province
533,Ramgram Municipality,Parasi,Lumbini Province
534,Palhinandan Rural Municipality,Parasi,Lumbini Province
535,Sarawal Rural Municipality,Parasi,Lumbini Province
536,Pratapapur Rural Municipality,Parasi,Lumbini Province
537,Susta Rural Municipality,Parasi,Lumbini Province
538,Devdaha Municipality,Rupandehi,Lumbini Province
539,Butwal Sub-Metropolitan City,Rupandehi,Lumbini Province
540,Sainamaina Municipality,Rupandehi,Lumbini Province
541,Kanchan Rural Municipality,Rupandehi,Lumbini Province
542,Gaidahawa Rural Municipality,Rupandehi,Lumbini Province
543,Suddhodhan Rural Municipality,Rupandehi,Lumbini Province
544,Siyari Rural Municipality,Rupandehi,Lumbini Province
545,Tilottama Municipality,Rupandehi,Lumbini Province
546,Om Satiya Rural Municipality,Rupandehi,Lumbini Province
547,Rohini Rural Municipality,Rupandehi,Lumbini Province
548,Siddharthanagar Municipality,Rupandehi,Lumbini Province
549,Mayadevi Rural Municipality,Rupandehi,Lumbini Province
550,Lumbini Sanskritik Municipality,Rupandehi,Lumbini Province
551,Kotahimai Rural Municipality,Rupandehi,Lumbini Province
552,Sammarimai Rural Municipality,Rupandehi,Lumbini Province
553,Marchawari Rural Municipality,Rupandehi,Lumbini Province
554,Banganga Municipality,Kapilbastu,Lumbini Province
555,Buddhabhumi Municipality,Kapilbastu,Lumbini Province
556,Shivaraj Municipality,Kapilbastu,Lumbini Province
557,Bijayanagar Rural Municipality,Kapilbastu,Lumbini Province
558,Krishnanagar Municipality,Kapilbastu,Lumbini Province
559,Maharajganj Municipality,Kapilbastu,Lumbini Province
560,Kapilbastu Municipality,Kapilbastu,Lumbini Province
561,Yasodhara Rural Municipality,Kapilbastu,Lumbini Province
562,Mayadevi Rural Municipality,Kapilbastu,Lumbini Province
563,Shuddhodhan Rural Municipality,Kapilbastu,Lumbini Province
564,Bangalachuli Rural Municipality,Dang,Lumbini Province
565,Ghorahi Sub-Metropolitan City,Dang,Lumbini Province
566,Tulsipur Sub-Metropolitan City,Dang,Lumbini Province
567,Shantinagar Rural Municipality,Dang,Lumbini Province
568,Babai Rural Municipality,Dang,Lumbini Province
569,Dangisharan Rural Municipality,Dang,Lumbini Province
570,Lamahi Municipality,Dang,Lumbini Province
571,Rapti Rural Municipality,Dang,Lumbini Province
572,Gadhawa Rural Municipality,Dang,Lumbini Province
573,Rajpur Rural Municipality,Dang,Lumbini Province
574,Rapti Sonari Rural Municipality,Banke,Lumbini Province
575,Kohalpur Municipality,Banke,Lumbini Province
576,Baijanath Rural Municipality,Banke,Lumbini Province
577,Khajura Rural Municipality,Banke,Lumbini Province
578,Janaki Rural Municipality,Banke,Lumbini Province
579,Nepalganj Sub-Metropolitan City,Banke,Lumbini Province
580,Duduwa Rural Municipality,Banke,Lumbini Province
581,Narainapur Rural Municipality,Banke,Lumbini Province
582,Bansgadhi Municipality,Bardiya,Lumbini Province
583,Barbardiya Municipality,Bardiya,Lumbini Province
584,Thakurbaba Municipality,Bardiya,Lumbini Province
585,Geruwa Rural Municipality,Bardiya,Lumbini Province
586,Rajapur Municipality,Bardiya,Lumbini Province
587,Madhuwan Municipality,Bardiya,Lumbini Province
588,Gulariya Municipality,Bardiya,Lumbini Province
589,Badhaiyatal Rural Municipality,Bardiya,Lumbini Province
590,Aathabisakot Municipality,Rukum West,Karnali Province
591,Sanibheri Rural Municipality,Rukum West,Karnali Province
592,Banphikot Rural Municipality,Rukum West,Karnali Province
593,Musikot Municipality,Rukum West,Karnali Province
594,Tribeni Rural Municipality,Rukum West,Karnali Province
595,Chaurjahari Municipality,Rukum West,Karnali Province
596,Dolpo Buddha Rural Municipality,Dolpa,Karnali Province
597,Shey Phoksundo Rural Municipality,Dolpa,Karnali Province
598,Jagadulla Rural Municipality,Dolpa,Karnali Province
599,Mudkechula Rural Municipality,Dolpa,Karnali Province
600,Tripurasundari Municipality,Dolpa,Karnali Province
601,Thulibheri Municipality,Dolpa,Karnali Province
602,Kaike Rural Municipality,Dolpa,Karnali Province
603,Chharka Tangsong Rural Municipality,Dolpa,Karnali Province
604,Mugumkarmarog Rural Municipality,Mugu,Karnali Province
605,Chhayanath Rara Municipality,Mugu,Karnali Province
606,Soru Rural Municipality,Mugu,Karnali Province
607,Khatyad Rural Municipality,Mugu,Karnali Province
608,Chankheli Rural Municipality,Humla,Karnali Province
609,Kharpunath Rural Municipality,Humla,Karnali Province
610,Simkot Rural Municipality,Humla,Karnali Province
611,Namkha Rural Municipality,Humla,Karnali Province
612,Sarkegad Rural Municipality,Humla,Karnali Province
613,Adanchuli Rural Municipality,Humla,Karnali Province
614,Tanjakot Rural Municipality,Humla,Karnali Province
615,Patarasi Rural Municipality,Jumla,Karnali Province
616,Kanaka Sundari Rural Municipality,Jumla,Karnali Province
617,Sinja Rural Municipality,Jumla,Karnali Province
618,Chandannath Municipality,Jumla,Karnali Province
619,Guthichaur Rural Municipality,Jumla,Karnali Province
620,Tatopani Rural Municipality,Jumla,Karnali Province
621,Tila Rural Municipality,Jumla,Karnali Province
622,Hima Rural Municipality,Jumla,Karnali Province
623,Palata Rural Municipality,Kalikot,Karnali Province
624,Pachal Jharana Rural Municipality,Kalikot,Karnali Province
625,Raskot Municipality,Kalikot,Karnali Province
626,Sanni Tribeni Rural Municipality,Kalikot,Karnali Province
627,Naraharinath Rural Municipality,Kalikot,Karnali Province
628,Khandachakra Municipality,Kalikot,Karnali Province
629,Tilagupha Municipality,Kalikot,Karnali Province
630,Mahawai Rural Municipality,Kalikot,Karnali Province
631,Kalika Rural Municipality,Kalikot,Karnali Province
632,Naumule Rural Municipality,Dailekh,Karnali Province
633,Mahabu Rural Municipality,Dailekh,Karnali Province
634,Bhairabi Rural Municipality,Dailekh,Karnali Province
635,Thantikandh Rural Municipality,Dailekh,Karnali Province
636,Aathbis Municipality,Dailekh,Karnali Province
637,Chamunda Bindrasaini Municipality,Dailekh,Karnali Province
638,Dullu Municipality,Dailekh,Karnali Province
639,Narayan Municipality,Dailekh,Karnali Province
640,Bhagawatimai Rural Municipality,Dailekh,Karnali Province
641,Dungeshwor Rural Municipality,Dailekh,Karnali Province
642,Gurans Rural Municipality,Dailekh,Karnali Province
643,Barekot Rural Municipality,Jajarkot,Karnali Province
644,Kuse Rural Municipality,Jajarkot,Karnali Province
645,Junichande Rural Municipality,Jajarkot,Karnali Province
646,Chhedagad Municipality,Jajarkot,Karnali Province
647,Shivalaya Rural Municipality,Jajarkot,Karnali Province
648,Bheri Malika Municipality,Jajarkot,Karnali Province
649,Tribeni Nalagad Municipality,Jajarkot,Karnali Province
650,Darma Rural Municipality,Salyan,Karnali Province
651,Kumakh Malika Rural Municipality,Salyan,Karnali Province
652,Banagad Kupinde Municipality,Salyan,Karnali Province
653,Dhorchaur Rural Municipality,Salyan,Karnali Province
654,Bagachour Municipality,Salyan,Karnali Province
655,Chhatreshwori Rural Municipality,Salyan,Karnali Province
656,Sharada Municipality,Salyan,Karnali Province
657,Kalimati Rural Municipality,Salyan,Karnali Province
658,Tribeni Rural Municipality,Salyan,Karnali Province
659,Kapurkot Rural Municipality,Salyan,Karnali Province
660,Simta Rural Municipality,Surkhet,Karnali Province
661,Chingad Rural Municipality,Surkhet,Karnali Province
662,Lekabeshi Municipality,Surkhet,Karnali Province
663,Gurbhakot Municipality,Surkhet,Karnali Province
664,Bheriganga Municipality,Surkhet,Karnali Province
665,Birendranagar Municipality,Surkhet,Karnali Province
666,Barahatal Rural Municipality,Surkhet,Karnali Province
667,Panchapuri Municipality,Surkhet,Karnali Province
668,Chaukune Rural Municipality,Surkhet,Karnali Province
669,Himali Rural Municipality,Bajura,Sudurpashchim Province
670,Gaumul Rural Municipality,Bajura,Sudurpashchim Province
671,Budhinanda Municipality,Bajura,Sudurpashchim Province
672,Swami Kartik Rural Municipality,Bajura,Sudurpashchim Province
673,Jagannath Rural Municipality,Bajura,Sudurpashchim Province
674,Badimalika Municipality,Bajura,Sudurpashchim Province
675,Khaptad Chhededaha Rural Municipality,Bajura,Sudurpashchim Province
676,Budhiganga Municipality,Bajura,Sudurpashchim Province
677,Tribeni Municipality,Bajura,Sudurpashchim Province
678,Kanda Rural Municipality,Bajhang,Sudurpashchim Province
679,Bungal Municipality,Bajhang,Sudurpashchim Province
680,Surma Rural Municipality,Bajhang,Sudurpashchim Province
681,Talkot Rural Municipality,Bajhang,Sudurpashchim Province
682,Masta Rural Municipality,Bajhang,Sudurpashchim Province
683,Jayaprithbi Municipality,Bajhang,Sudurpashchim Province
684,Chhabis Pathibhara Rural Municipality,Bajhang,Sudurpashchim Province
685,Durgathali Rural Municipality,Bajhang,Sudurpashchim Province
686,Kedarsyun Rural Municipality,Bajhang,Sudurpashchim Province
687,Bitthadchir Rural Municipality,Bajhang,Sudurpashchim Province
688,Thalara Rural Municipality,Bajhang,Sudurpashchim Province
689,Khaptad Chhanna Rural Municipality,Bajhang,Sudurpashchim Province
690,Byas Rural Municipality,Darchula,Sudurpashchim Province
691,Duhun Rural Municipality,Darchula,Sudurpashchim Province
692,Mahakali Municipality,Darchula,Sudurpashchim Province
693,Naugad Rural Municipality,Darchula,Sudurpashchim Province
694,Apihimal Rural Municipality,Darchula,Sudurpashchim Province
695,Marma Rural Municipality,Darchula,Sudurpashchim Province
696,Shailyashikhar Municipality,Darchula,Sudurpashchim Province
697,Malikarjun Rural Municipality,Darchula,Sudurpashchim Province
698,Lekam Rural Municipality,Darchula,Sudurpashchim Province
699,Dilasaini Rural Municipality,Baitadi,Sudurpashchim Province
700,Dogada Kedar Rural Municipality,Baitadi,Sudurpashchim Province
701,Puchaundi Municipality,Baitadi,Sudurpashchim Province
702,Surnaya Rural Municipality,Baitadi,Sudurpashchim Province
703,Dasharathchand Municipality,Baitadi,Sudurpashchim Province
704,Pancheshwor Rural Municipality,Baitadi,Sudurpashchim Province
705,Shivanath Rural Municipality,Baitadi,Sudurpashchim Province
706,Melauli Municipality,Baitadi,Sudurpashchim Province
707,Patan Municipality,Baitadi,Sudurpashchim Province
708,Sigas Rural Municipality,Baitadi,Sudurpashchim Province
709,Nawadurga Rural Municipality,Dadeldhura,Sudurpashchim Province
710,Amargadhi Municipality,Dadeldhura,Sudurpashchim Province
711,Ajayameru Rural Municipality,Dadeldhura,Sudurpashchim Province
712,Bhageshwor Rural Municipality,Dadeldhura,Sudurpashchim Province
713,Parashuram Municipality,Dadeldhura,Sudurpashchim Province
714,Aalital Rural Municipality,Dadeldhura,Sudurpashchim Province
715,Ganyapdhura Rural Municipality,Dadeldhura,Sudurpashchim Province
716,Purbichouki Rural Municipality,Doti,Sudurpashchim Province
717,Sayal Rural Municipality,Doti,Sudurpashchim Province
718,Aadarsha Rural Municipality,Doti,Sudurpashchim Province
719,Shikhar Municipality,Doti,Sudurpashchim Province
720,Dipayal Silgadhi Municipality,Doti,Sudurpashchim Province
721,K.I. Singh Rural Municipality,Doti,Sudurpashchim Province
722,Bogatan Rural Municipality,Doti,Sudurpashchim Province
723,Badi Kedar Rural Municipality,Doti,Sudurpashchim Province
724,Jorayal Rural Municipality,Doti,Sudurpashchim Province
725,Panchdebal Binayak Municipality,Achham,Sudurpashchim Province
726,Ramaroshan Rural Municipality,Achham,Sudurpashchim Province
727,Mellekh Rural Municipality,Achham,Sudurpashchim Province
728,Sanphebagar Municipality,Achham,Sudurpashchim Province
729,Chaurpati Rural Municipality,Achham,Sudurpashchim Province
730,Mangalsen Municipality,Achham,Sudurpashchim Province
731,Bannigadhi Jayagadh Rural Municipality,Achham,Sudurpashchim Province
732,Kamal Bazar Municipality,Achham,Sudurpashchim Province
733,Dhakari Rural Municipality,Achham,Sudurpashchim Province
734,Turmakhand Rural Municipality,Achham,Sudurpashchim Province
735,Mohanyal Rural Municipality,Kailali,Sudurpashchim Province
736,Chure Rural Municipality,Kailali,Sudurpashchim Province
737,Godawari Municipality,Kailali,Sudurpashchim Province
738,Gauriganga Municipality,Kailali,Sudurpashchim Province
739,Ghodaghodi Municipality,Kailali,Sudurpashchim Province
740,Bardagoriya Rural Municipality,Kailali,Sudurpashchim Province
741,Lamki Chuha Municipality,Kailali,Sudurpashchim Province
742,Janaki Rural Municipality,Kailali,Sudurpashchim Province
743,Joshipur Rural Municipality,Kailali,Sudurpashchim Province
744,Tikapur Municipality,Kailali,Sudurpashchim Province
745,Bhajani Municipality,Kailali,Sudurpashchim Province
746,Kailari Rural Municipality,Kailali,Sudurpashchim Province
747,Dhangadhi Sub-Metropolitan City,Kailali,Sudurpashchim Province
748,Krishnapur Municipality,Kanchanpur,Sudurpashchim Province
749,Shuklaphanta Municipality,Kanchanpur,Sudurpashchim Province
750,Bedkot Municipality,Kanchanpur,Sudurpashchim Province
751,Bhimdatta Municipality,Kanchanpur,Sudurpashchim Province
752,Mahakali Municipality,Kanchanpur,Sudurpashchim Province
753,Laljhadi Rural Municipality,Kanchanpur,Sudurpashchim Province
754,Punarbas Municipality,Kanchanpur,Sudurpashchim Province
755,Belouri Municipality,Kanchanpur,Sudurpashchim Province
756,Beldandi Rural Municipality,Kanchanpur,Sudurpashchim Province
