province_id, district_name, location_name, ward_no
2,Rautahat,Dewahi Gonahi Municipality,8
1,Sunsari,Dewangunj Rural Municipality,1
1,Sunsari,Dewangunj Rural Municipality,2
1,Sunsari,Dewangunj Rural Municipality,3
1,Sunsari,Dewangunj Rural Municipality,4
1,Sunsari,Dewangunj Rural Municipality,5
1,Sunsari,Dewangunj Rural Municipality,6
1,Sunsari,Dewangunj Rural Municipality,7
7,Achham,Dhakari Rural Municipality,1
7,Achham,Dhakari Rural Municipality,2
7,Achham,Dhakari Rural Municipality,3
7,Achham,Dhakari Rural Municipality,4
7,Achham,Dhakari Rural Municipality,5
7,Achham,Dhakari Rural Municipality,6
7,Achham,Dhakari Rural Municipality,7
7,Achham,Dhakari Rural Municipality,8
2,Sarlahi,Dhanakaul Rural Municipality,1
2,Sarlahi,Dhanakaul Rural Municipality,2
2,Sarlahi,Dhanakaul Rural Municipality,3
2,Sarlahi,Dhanakaul Rural Municipality,4
2,Sarlahi,Dhanakaul Rural Municipality,5
2,Sarlahi,Dhanakaul Rural Municipality,6
2,Sarlahi,Dhanakaul Rural Municipality,7
2,Dhanusha,Dhanauji Rural Municipality,1
2,Dhanusha,Dhanauji Rural Municipality,2
2,Dhanusha,Dhanauji Rural Municipality,4
2,Dhanusha,Dhanauji Rural Municipality,5
2,Dhanusha,Dhanauji Rural Municipality,3
7,Kailali,Dhangadhi Sub Metropolitan,1
7,Kailali,Dhangadhi Sub Metropolitan,5
7,Kailali,Dhangadhi Sub Metropolitan,15
7,Kailali,Dhangadhi Sub Metropolitan,2
7,Kailali,Dhangadhi Sub Metropolitan,3
7,Kailali,Dhangadhi Sub Metropolitan,4
7,Kailali,Dhangadhi Sub Metropolitan,6
7,Kailali,Dhangadhi Sub Metropolitan,7
7,Kailali,Dhangadhi Sub Metropolitan,8
7,Kailali,Dhangadhi Sub Metropolitan,9
7,Kailali,Dhangadhi Sub Metropolitan,10
7,Kailali,Dhangadhi Sub Metropolitan,11
7,Kailali,Dhangadhi Sub Metropolitan,12
7,Kailali,Dhangadhi Sub Metropolitan,13
7,Kailali,Dhangadhi Sub Metropolitan,14
7,Kailali,Dhangadhi Sub Metropolitan,16
7,Kailali,Dhangadhi Sub Metropolitan,17
7,Kailali,Dhangadhi Sub Metropolitan,18
7,Kailali,Dhangadhi Sub Metropolitan,19
2,Siraha,Dhangadimai Municipality,5
2,Siraha,Dhangadimai Municipality,1
2,Siraha,Dhangadimai Municipality,2
2,Siraha,Dhangadimai Municipality,3
2,Siraha,Dhangadimai Municipality,4
2,Siraha,Dhangadimai Municipality,6
2,Siraha,Dhangadimai Municipality,7
2,Siraha,Dhangadimai Municipality,8
2,Siraha,Dhangadimai Municipality,9
2,Siraha,Dhangadimai Municipality,10
2,Siraha,Dhangadimai Municipality,11
2,Siraha,Dhangadimai Municipality,12
2,Siraha,Dhangadimai Municipality,13
2,Siraha,Dhangadimai Municipality,14
1,Dhankuta,Dhankuta Municipality,5
1,Dhankuta,Dhankuta Municipality,1
1,Dhankuta,Dhankuta Municipality,2
1,Dhankuta,Dhankuta Municipality,3
1,Dhankuta,Dhankuta Municipality,4
1,Dhankuta,Dhankuta Municipality,6
1,Dhankuta,Dhankuta Municipality,7
1,Dhankuta,Dhankuta Municipality,8
1,Dhankuta,Dhankuta Municipality,9
1,Dhankuta,Dhankuta Municipality,10
1,Morang,Dhanpalthan Rural Municipality,3
1,Morang,Dhanpalthan Rural Municipality,7
1,Morang,Dhanpalthan Rural Municipality,1
1,Morang,Dhanpalthan Rural Municipality,2
1,Morang,Dhanpalthan Rural Municipality,4
1,Morang,Dhanpalthan Rural Municipality,5
1,Morang,Dhanpalthan Rural Municipality,6
2,Dhanusha,Dhanusadham Municipality,1
2,Dhanusha,Dhanusadham Municipality,2
2,Dhanusha,Dhanusadham Municipality,3
2,Dhanusha,Dhanusadham Municipality,4
2,Dhanusha,Dhanusadham Municipality,5
2,Dhanusha,Dhanusadham Municipality,6
2,Dhanusha,Dhanusadham Municipality,7
2,Dhanusha,Dhanusadham Municipality,8
2,Dhanusha,Dhanusadham Municipality,9
1,Sunsari,Dharan Sub Metropolitan,7
1,Sunsari,Dharan Sub Metropolitan,11
1,Sunsari,Dharan Sub Metropolitan,15
1,Sunsari,Dharan Sub Metropolitan,19
1,Sunsari,Dharan Sub Metropolitan,1
1,Sunsari,Dharan Sub Metropolitan,2
1,Sunsari,Dharan Sub Metropolitan,3
1,Sunsari,Dharan Sub Metropolitan,4
1,Sunsari,Dharan Sub Metropolitan,5
1,Sunsari,Dharan Sub Metropolitan,6
1,Sunsari,Dharan Sub Metropolitan,8
1,Sunsari,Dharan Sub Metropolitan,9
1,Sunsari,Dharan Sub Metropolitan,10
1,Sunsari,Dharan Sub Metropolitan,12
1,Sunsari,Dharan Sub Metropolitan,13
1,Sunsari,Dharan Sub Metropolitan,14
1,Sunsari,Dharan Sub Metropolitan,16
1,Sunsari,Dharan Sub Metropolitan,17
1,Sunsari,Dharan Sub Metropolitan,18
1,Sunsari,Dharan Sub Metropolitan,20
4,Gorkha,Dharche Rural Municipality,1
4,Gorkha,Dharche Rural Municipality,2
4,Gorkha,Dharche Rural Municipality,3
4,Gorkha,Dharche Rural Municipality,4
4,Gorkha,Dharche Rural Municipality,5
4,Gorkha,Dharche Rural Municipality,6
4,Gorkha,Dharche Rural Municipality,7
1,Sankhuwasabha,Dharmadevi Municipality,9
1,Sankhuwasabha,Dharmadevi Municipality,1
1,Sankhuwasabha,Dharmadevi Municipality,2
1,Sankhuwasabha,Dharmadevi Municipality,3
1,Sankhuwasabha,Dharmadevi Municipality,4
1,Sankhuwasabha,Dharmadevi Municipality,5
1,Sankhuwasabha,Dharmadevi Municipality,6
1,Sankhuwasabha,Dharmadevi Municipality,7
1,Sankhuwasabha,Dharmadevi Municipality,8
4,Myagdi,Dhaulagiri Rural Municipality,1
4,Myagdi,Dhaulagiri Rural Municipality,2
4,Myagdi,Dhaulagiri Rural Municipality,3
4,Myagdi,Dhaulagiri Rural Municipality,4
4,Myagdi,Dhaulagiri Rural Municipality,5
4,Myagdi,Dhaulagiri Rural Municipality,6
4,Myagdi,Dhaulagiri Rural Municipality,7
2,Parsa,Dhobini Rural Municipality,1
2,Parsa,Dhobini Rural Municipality,2
2,Parsa,Dhobini Rural Municipality,3
2,Parsa,Dhobini Rural Municipality,4
2,Parsa,Dhobini Rural Municipality,5
6,Salyan,Dhorchaur Rural Municipality,4
6,Salyan,Dhorchaur Rural Municipality,1
6,Salyan,Dhorchaur Rural Municipality,2
6,Salyan,Dhorchaur Rural Municipality,3
6,Salyan,Dhorchaur Rural Municipality,5
4,Baglung,Dhorpatan Municipality,1
4,Baglung,Dhorpatan Municipality,2
4,Baglung,Dhorpatan Municipality,3
4,Baglung,Dhorpatan Municipality,4
4,Baglung,Dhorpatan Municipality,5
4,Baglung,Dhorpatan Municipality,6
4,Baglung,Dhorpatan Municipality,7
4,Baglung,Dhorpatan Municipality,8
4,Baglung,Dhorpatan Municipality,9
3,Kavre,Dhulikhel Municipality,1
3,Kavre,Dhulikhel Municipality,2
3,Kavre,Dhulikhel Municipality,3
3,Kavre,Dhulikhel Municipality,4
3,Kavre,Dhulikhel Municipality,5
3,Kavre,Dhulikhel Municipality,6
3,Kavre,Dhulikhel Municipality,7
3,Kavre,Dhulikhel Municipality,8
3,Kavre,Dhulikhel Municipality,9
3,Kavre,Dhulikhel Municipality,10
3,Kavre,Dhulikhel Municipality,11
3,Kavre,Dhulikhel Municipality,12
3,Dhading,Dhunibeshi Municipality,1
3,Dhading,Dhunibeshi Municipality,2
3,Dhading,Dhunibeshi Municipality,3
3,Dhading,Dhunibeshi Municipality,4
3,Dhading,Dhunibeshi Municipality,5
3,Dhading,Dhunibeshi Municipality,6
3,Dhading,Dhunibeshi Municipality,7
3,Dhading,Dhunibeshi Municipality,8
3,Dhading,Dhunibeshi Municipality,9
5,Gulmi,Dhurkot Rural Municipality,1
5,Gulmi,Dhurkot Rural Municipality,2
5,Gulmi,Dhurkot Rural Municipality,3
5,Gulmi,Dhurkot Rural Municipality,4
5,Gulmi,Dhurkot Rural Municipality,5
5,Gulmi,Dhurkot Rural Municipality,6
5,Gulmi,Dhurkot Rural Municipality,7
7,Baitadi,Dilasaini Rural Municipality,1
7,Baitadi,Dilasaini Rural Municipality,2
7,Baitadi,Dilasaini Rural Municipality,3
7,Baitadi,Dilasaini Rural Municipality,4
7,Baitadi,Dilasaini Rural Municipality,5
7,Baitadi,Dilasaini Rural Municipality,6
7,Baitadi,Dilasaini Rural Municipality,7
7,Doti,Dipayal Silgadhi Municipality,4
7,Doti,Dipayal Silgadhi Municipality,1
7,Doti,Dipayal Silgadhi Municipality,2
7,Doti,Dipayal Silgadhi Municipality,3
7,Doti,Dipayal Silgadhi Municipality,5
7,Doti,Dipayal Silgadhi Municipality,6
7,Doti,Dipayal Silgadhi Municipality,7
7,Doti,Dipayal Silgadhi Municipality,8
7,Doti,Dipayal Silgadhi Municipality,9
1,Khotang,Diprung Rural Municipality,1
1,Khotang,Diprung Rural Municipality,2
1,Khotang,Diprung Rural Municipality,3
1,Khotang,Diprung Rural Municipality,4
1,Khotang,Diprung Rural Municipality,5
1,Khotang,Diprung Rural Municipality,6
1,Khotang,Diprung Rural Municipality,7
7,Baitadi,Dogada Kedar Rural Municipality,6
7,Baitadi,Dogada Kedar Rural Municipality,1
7,Baitadi,Dogada Kedar Rural Municipality,2
7,Baitadi,Dogada Kedar Rural Municipality,3
7,Baitadi,Dogada Kedar Rural Municipality,4
7,Baitadi,Dogada Kedar Rural Municipality,5
7,Baitadi,Dogada Kedar Rural Municipality,7
7,Baitadi,Dogada Kedar Rural Municipality,8
6,Dolpa,Dolpo Buddha Rural Municipality,1
6,Dolpa,Dolpo Buddha Rural Municipality,2
6,Dolpa,Dolpo Buddha Rural Municipality,3
6,Dolpa,Dolpo Buddha Rural Municipality,4
6,Dolpa,Dolpo Buddha Rural Municipality,5
6,Dolpa,Dolpo Buddha Rural Municipality,6
3,Ramechap,Doramba Rural Municipality,1
3,Ramechap,Doramba Rural Municipality,2
3,Ramechap,Doramba Rural Municipality,3
3,Ramechap,Doramba Rural Municipality,4
3,Ramechap,Doramba Rural Municipality,5
3,Ramechap,Doramba Rural Municipality,6
3,Ramechap,Doramba Rural Municipality,7
4,Lamjung,Dordi Rural Municipality,1
4,Lamjung,Dordi Rural Municipality,2
4,Lamjung,Dordi Rural Municipality,3
4,Lamjung,Dordi Rural Municipality,4
4,Lamjung,Dordi Rural Municipality,5
4,Lamjung,Dordi Rural Municipality,6
4,Lamjung,Dordi Rural Municipality,7
4,Lamjung,Dordi Rural Municipality,8
4,Lamjung,Dordi Rural Municipality,9
1,Solukhumbu,Dudha Koushika Rural Municipality,1
1,Solukhumbu,Dudha Koushika Rural Municipality,2
1,Solukhumbu,Dudha Koushika Rural Municipality,3
1,Solukhumbu,Dudha Koushika Rural Municipality,4
1,Solukhumbu,Dudha Koushika Rural Municipality,5
1,Solukhumbu,Dudha Koushika Rural Municipality,6
1,Solukhumbu,Dudha Koushika Rural Municipality,7
1,Solukhumbu,Dudha Koushika Rural Municipality,8
1,Solukhumbu,Dudha Koushika Rural Municipality,9
4,Lamjung,Dudhapokhari Rural Municipality,1
4,Lamjung,Dudhapokhari Rural Municipality,2
4,Lamjung,Dudhapokhari Rural Municipality,3
4,Lamjung,Dudhapokhari Rural Municipality,4
4,Lamjung,Dudhapokhari Rural Municipality,5
4,Lamjung,Dudhapokhari Rural Municipality,6
3,Sindhuli,Dudhauli Municipality,1
3,Sindhuli,Dudhauli Municipality,2
3,Sindhuli,Dudhauli Municipality,3
3,Sindhuli,Dudhauli Municipality,4
3,Sindhuli,Dudhauli Municipality,5
3,Sindhuli,Dudhauli Municipality,6
3,Sindhuli,Dudhauli Municipality,7
3,Sindhuli,Dudhauli Municipality,8
3,Sindhuli,Dudhauli Municipality,9
3,Sindhuli,Dudhauli Municipality,10
3,Sindhuli,Dudhauli Municipality,11
3,Sindhuli,Dudhauli Municipality,12
3,Sindhuli,Dudhauli Municipality,13
3,Sindhuli,Dudhauli Municipality,14
1,Solukhumbu,Dudhkoshi Rural Municipality,1
1,Solukhumbu,Dudhkoshi Rural Municipality,2
1,Solukhumbu,Dudhkoshi Rural Municipality,3
1,Solukhumbu,Dudhkoshi Rural Municipality,4
1,Solukhumbu,Dudhkoshi Rural Municipality,5
1,Solukhumbu,Dudhkoshi Rural Municipality,6
1,Solukhumbu,Dudhkoshi Rural Municipality,7
5,Banke,Duduwa Rural Municipality,2
5,Banke,Duduwa Rural Municipality,1
5,Banke,Duduwa Rural Municipality,3
5,Banke,Duduwa Rural Municipality,4
5,Banke,Duduwa Rural Municipality,5
5,Banke,Duduwa Rural Municipality,6
1,Sunsari,Duhabi Municipality,2
1,Sunsari,Duhabi Municipality,3
1,Sunsari,Duhabi Municipality,5
1,Sunsari,Duhabi Municipality,1
1,Sunsari,Duhabi Municipality,4
1,Sunsari,Duhabi Municipality,6
1,Sunsari,Duhabi Municipality,7
1,Sunsari,Duhabi Municipality,8
1,Sunsari,Duhabi Municipality,9
1,Sunsari,Duhabi Municipality,10
1,Sunsari,Duhabi Municipality,11
1,Sunsari,Duhabi Municipality,12
7,Darchula,Duhun Rural Municipality,2
7,Darchula,Duhun Rural Municipality,4
7,Darchula,Duhun Rural Municipality,1
7,Darchula,Duhun Rural Municipality,3
7,Darchula,Duhun Rural Municipality,5
5,Rolpa,Duikholi Rural Municipality,1
5,Rolpa,Duikholi Rural Municipality,2
5,Rolpa,Duikholi Rural Municipality,3
5,Rolpa,Duikholi Rural Municipality,4
5,Rolpa,Duikholi Rural Municipality,5
5,Rolpa,Duikholi Rural Municipality,6
6,Dailekh,Dullu Municipality,3
6,Dailekh,Dullu Municipality,12
6,Dailekh,Dullu Municipality,1
6,Dailekh,Dullu Municipality,2
6,Dailekh,Dullu Municipality,4
6,Dailekh,Dullu Municipality,5
6,Dailekh,Dullu Municipality,6
6,Dailekh,Dullu Municipality,7
6,Dailekh,Dullu Municipality,8
6,Dailekh,Dullu Municipality,9
6,Dailekh,Dullu Municipality,10
6,Dailekh,Dullu Municipality,11
6,Dailekh,Dullu Municipality,13
6,Dailekh,Dungeshwar Rural Municipality,1
6,Dailekh,Dungeshwar Rural Municipality,2
6,Dailekh,Dungeshwar Rural Municipality,3
6,Dailekh,Dungeshwar Rural Municipality,4
6,Dailekh,Dungeshwar Rural Municipality,5
6,Dailekh,Dungeshwar Rural Municipality,6
3,Nuwakot,Dupcheshwor Rural Municipality,1
3,Nuwakot,Dupcheshwor Rural Municipality,2
3,Nuwakot,Dupcheshwor Rural Municipality,3
3,Nuwakot,Dupcheshwor Rural Municipality,4
3,Nuwakot,Dupcheshwor Rural Municipality,5
3,Nuwakot,Dupcheshwor Rural Municipality,6
3,Nuwakot,Dupcheshwor Rural Municipality,7
2,Rautahat,Durga Bhagwati Rural Municipality,1
2,Rautahat,Durga Bhagwati Rural Municipality,2
2,Rautahat,Durga Bhagwati Rural Municipality,3
2,Rautahat,Durga Bhagwati Rural Municipality,4
2,Rautahat,Durga Bhagwati Rural Municipality,5
7,Bajhang,Durgathali Rural Municipality,5
7,Bajhang,Durgathali Rural Municipality,7
7,Bajhang,Durgathali Rural Municipality,1
7,Bajhang,Durgathali Rural Municipality,2
7,Bajhang,Durgathali Rural Municipality,3
7,Bajhang,Durgathali Rural Municipality,4
7,Bajhang,Durgathali Rural Municipality,6
3,Chitawan,Echyakamana Rural Municipality,1
3,Chitawan,Echyakamana Rural Municipality,2
3,Chitawan,Echyakamana Rural Municipality,3
3,Chitawan,Echyakamana Rural Municipality,4
3,Chitawan,Echyakamana Rural Municipality,5
3,Chitawan,Echyakamana Rural Municipality,6
3,Chitawan,Echyakamana Rural Municipality,7
2,Mahotari,Ekdara Rural Municipality,1
2,Mahotari,Ekdara Rural Municipality,2
2,Mahotari,Ekdara Rural Municipality,3
2,Mahotari,Ekdara Rural Municipality,4
2,Mahotari,Ekdara Rural Municipality,5
2,Mahotari,Ekdara Rural Municipality,6
1,Ilam,Fakfokathum Rural Municipality,7
1,Ilam,Fakfokathum Rural Municipality,1
1,Ilam,Fakfokathum Rural Municipality,2
1,Ilam,Fakfokathum Rural Municipality,3
1,Ilam,Fakfokathum Rural Municipality,4
1,Ilam,Fakfokathum Rural Municipality,5
1,Ilam,Fakfokathum Rural Municipality,6
1,Panchthar,Falelung Rural Municipality,3
1,Panchthar,Falelung Rural Municipality,8
1,Panchthar,Falelung Rural Municipality,1
1,Panchthar,Falelung Rural Municipality,2
1,Panchthar,Falelung Rural Municipality,4
1,Panchthar,Falelung Rural Municipality,5
1,Panchthar,Falelung Rural Municipality,6
1,Panchthar,Falelung Rural Municipality,7
1,Panchthar,Falgunanda Rural Municipality,1
1,Panchthar,Falgunanda Rural Municipality,2
1,Panchthar,Falgunanda Rural Municipality,3
1,Panchthar,Falgunanda Rural Municipality,4
1,Panchthar,Falgunanda Rural Municipality,5
1,Panchthar,Falgunanda Rural Municipality,6
1,Panchthar,Falgunanda Rural Municipality,7
3,Sindhuli,Fikkal Rural Municipality,1
3,Sindhuli,Fikkal Rural Municipality,2
3,Sindhuli,Fikkal Rural Municipality,3
3,Sindhuli,Fikkal Rural Municipality,4
3,Sindhuli,Fikkal Rural Municipality,5
3,Sindhuli,Fikkal Rural Municipality,6
5,Dang,Gadhawa Rural Municipality,1
5,Dang,Gadhawa Rural Municipality,2
5,Dang,Gadhawa Rural Municipality,3
5,Dang,Gadhawa Rural Municipality,4
5,Dang,Gadhawa Rural Municipality,5
5,Dang,Gadhawa Rural Municipality,6
5,Dang,Gadhawa Rural Municipality,7
5,Dang,Gadhawa Rural Municipality,8
1,Sunsari,Gadhi Rural Municipality,2
1,Sunsari,Gadhi Rural Municipality,4
1,Sunsari,Gadhi Rural Municipality,5
1,Sunsari,Gadhi Rural Municipality,6
1,Sunsari,Gadhi Rural Municipality,1
1,Sunsari,Gadhi Rural Municipality,3
2,Rautahat,Gadhimai Municipality,3
2,Rautahat,Gadhimai Municipality,9
2,Rautahat,Gadhimai Municipality,1
2,Rautahat,Gadhimai Municipality,2
2,Rautahat,Gadhimai Municipality,4
2,Rautahat,Gadhimai Municipality,5
2,Rautahat,Gadhimai Municipality,6
2,Rautahat,Gadhimai Municipality,7
2,Rautahat,Gadhimai Municipality,8
5,Rupandehi,Gaidahawa Rural Municipality,1
5,Rupandehi,Gaidahawa Rural Municipality,4
5,Rupandehi,Gaidahawa Rural Municipality,5
5,Rupandehi,Gaidahawa Rural Municipality,6
5,Rupandehi,Gaidahawa Rural Municipality,7
5,Rupandehi,Gaidahawa Rural Municipality,9
5,Rupandehi,Gaidahawa Rural Municipality,2
5,Rupandehi,Gaidahawa Rural Municipality,3
5,Rupandehi,Gaidahawa Rural Municipality,8
4,Nawalparasi,Gaindakot Municipality,1
4,Nawalparasi,Gaindakot Municipality,2
4,Nawalparasi,Gaindakot Municipality,3
4,Nawalparasi,Gaindakot Municipality,4
4,Nawalparasi,Gaindakot Municipality,5
4,Nawalparasi,Gaindakot Municipality,6
4,Nawalparasi,Gaindakot Municipality,7
4,Nawalparasi,Gaindakot Municipality,8
4,Nawalparasi,Gaindakot Municipality,9
4,Nawalparasi,Gaindakot Municipality,10
4,Nawalparasi,Gaindakot Municipality,11
4,Nawalparasi,Gaindakot Municipality,12
4,Nawalparasi,Gaindakot Municipality,13
4,Nawalparasi,Gaindakot Municipality,14
4,Nawalparasi,Gaindakot Municipality,15
4,Nawalparasi,Gaindakot Municipality,16
4,Nawalparasi,Gaindakot Municipality,17
4,Nawalparasi,Gaindakot Municipality,18
3,Dhading,Gajuri Rural Municipality,5
3,Dhading,Gajuri Rural Municipality,1
3,Dhading,Gajuri Rural Municipality,2
3,Dhading,Gajuri Rural Municipality,3
3,Dhading,Gajuri Rural Municipality,4
3,Dhading,Gajuri Rural Municipality,6
3,Dhading,Gajuri Rural Municipality,7
3,Dhading,Gajuri Rural Municipality,8
3,Dhading,Gajuri Rural Municipality,9
3,Dhading,Galchi Rural Municipality,1
3,Dhading,Galchi Rural Municipality,2
3,Dhading,Galchi Rural Municipality,3
3,Dhading,Galchi Rural Municipality,4
3,Dhading,Galchi Rural Municipality,5
3,Dhading,Galchi Rural Municipality,6
3,Dhading,Galchi Rural Municipality,7
3,Dhading,Galchi Rural Municipality,8
4,Baglung,Galkot Municipality,1
4,Baglung,Galkot Municipality,2
4,Baglung,Galkot Municipality,3
4,Baglung,Galkot Municipality,4
4,Baglung,Galkot Municipality,5
4,Baglung,Galkot Municipality,6
4,Baglung,Galkot Municipality,7
4,Baglung,Galkot Municipality,8
4,Baglung,Galkot Municipality,9
4,Baglung,Galkot Municipality,10
4,Baglung,Galkot Municipality,11
4,Syangja,Galyang Municipality,1
4,Syangja,Galyang Municipality,2
4,Syangja,Galyang Municipality,3
4,Syangja,Galyang Municipality,4
4,Syangja,Galyang Municipality,5
4,Syangja,Galyang Municipality,6
4,Syangja,Galyang Municipality,7
4,Syangja,Galyang Municipality,8
4,Syangja,Galyang Municipality,9
4,Syangja,Galyang Municipality,10
4,Syangja,Galyang Municipality,11
4,Gorkha,Gandaki Rural Municipality,1
4,Gorkha,Gandaki Rural Municipality,2
4,Gorkha,Gandaki Rural Municipality,3
4,Gorkha,Gandaki Rural Municipality,4
4,Gorkha,Gandaki Rural Municipality,5
4,Gorkha,Gandaki Rural Municipality,6
4,Gorkha,Gandaki Rural Municipality,7
4,Gorkha,Gandaki Rural Municipality,8
2,Dhanusha,Ganeshman Charnath Municipality,1
2,Dhanusha,Ganeshman Charnath Municipality,2
2,Dhanusha,Ganeshman Charnath Municipality,3
2,Dhanusha,Ganeshman Charnath Municipality,4
2,Dhanusha,Ganeshman Charnath Municipality,5
2,Dhanusha,Ganeshman Charnath Municipality,6
2,Dhanusha,Ganeshman Charnath Municipality,7
2,Dhanusha,Ganeshman Charnath Municipality,8
2,Dhanusha,Ganeshman Charnath Municipality,9
2,Dhanusha,Ganeshman Charnath Municipality,10
2,Dhanusha,Ganeshman Charnath Municipality,11
3,Dhading,Gangajamuna Rural Municipality,1
3,Dhading,Gangajamuna Rural Municipality,2
3,Dhading,Gangajamuna Rural Municipality,3
3,Dhading,Gangajamuna Rural Municipality,4
3,Dhading,Gangajamuna Rural Municipality,5
3,Dhading,Gangajamuna Rural Municipality,6
3,Dhading,Gangajamuna Rural Municipality,7
7,Dadeldhura,Ganyapdhura Rural Municipality,5
7,Dadeldhura,Ganyapdhura Rural Municipality,1
7,Dadeldhura,Ganyapdhura Rural Municipality,2
7,Dadeldhura,Ganyapdhura Rural Municipality,3
7,Dadeldhura,Ganyapdhura Rural Municipality,4
2,Rautahat,Garuda Municipality,1
2,Rautahat,Garuda Municipality,2
2,Rautahat,Garuda Municipality,8
2,Rautahat,Garuda Municipality,3
2,Rautahat,Garuda Municipality,4
2,Rautahat,Garuda Municipality,5
2,Rautahat,Garuda Municipality,6
2,Rautahat,Garuda Municipality,7
2,Rautahat,Garuda Municipality,9
5,Pyuthan,Gaumukhi Rural Municipality,7
5,Pyuthan,Gaumukhi Rural Municipality,1
5,Pyuthan,Gaumukhi Rural Municipality,2
5,Pyuthan,Gaumukhi Rural Municipality,3
5,Pyuthan,Gaumukhi Rural Municipality,4
5,Pyuthan,Gaumukhi Rural Municipality,5
5,Pyuthan,Gaumukhi Rural Municipality,6
7,Bajura,Gaumul Rural Municipality,1
7,Bajura,Gaumul Rural Municipality,2
7,Bajura,Gaumul Rural Municipality,3
7,Bajura,Gaumul Rural Municipality,4
7,Bajura,Gaumul Rural Municipality,5
7,Bajura,Gaumul Rural Municipality,6
2,Rautahat,Gaur Municipality,3
2,Rautahat,Gaur Municipality,6
2,Rautahat,Gaur Municipality,1
2,Rautahat,Gaur Municipality,2
2,Rautahat,Gaur Municipality,4
2,Rautahat,Gaur Municipality,5
2,Rautahat,Gaur Municipality,7
2,Rautahat,Gaur Municipality,8
2,Rautahat,Gaur Municipality,9
1,Jhapa,Gauradaha Municipality,7
1,Jhapa,Gauradaha Municipality,1
1,Jhapa,Gauradaha Municipality,2
1,Jhapa,Gauradaha Municipality,3
1,Jhapa,Gauradaha Municipality,4
1,Jhapa,Gauradaha Municipality,5
1,Jhapa,Gauradaha Municipality,6
1,Jhapa,Gauradaha Municipality,8
1,Jhapa,Gauradaha Municipality,9
7,Kailali,Gauriganga Municipality,1
7,Kailali,Gauriganga Municipality,2
7,Kailali,Gauriganga Municipality,3
7,Kailali,Gauriganga Municipality,4
7,Kailali,Gauriganga Municipality,5
7,Kailali,Gauriganga Municipality,6
7,Kailali,Gauriganga Municipality,7
7,Kailali,Gauriganga Municipality,8
7,Kailali,Gauriganga Municipality,9
7,Kailali,Gauriganga Municipality,10
7,Kailali,Gauriganga Municipality,11
1,Jhapa,Gaurigunj Rural Municipality,5
1,Jhapa,Gaurigunj Rural Municipality,1
1,Jhapa,Gaurigunj Rural Municipality,2
1,Jhapa,Gaurigunj Rural Municipality,3
1,Jhapa,Gaurigunj Rural Municipality,4
1,Jhapa,Gaurigunj Rural Municipality,6
3,Dolakha,Gaurishankar Rural Municipality,1
3,Dolakha,Gaurishankar Rural Municipality,2
3,Dolakha,Gaurishankar Rural Municipality,3
3,Dolakha,Gaurishankar Rural Municipality,4
3,Dolakha,Gaurishankar Rural Municipality,5
3,Dolakha,Gaurishankar Rural Municipality,6
3,Dolakha,Gaurishankar Rural Municipality,7
3,Dolakha,Gaurishankar Rural Municipality,8
3,Dolakha,Gaurishankar Rural Municipality,9
2,Mahotari,Gausala Municipality,5
2,Mahotari,Gausala Municipality,10
2,Mahotari,Gausala Municipality,1
2,Mahotari,Gausala Municipality,2
2,Mahotari,Gausala Municipality,3
2,Mahotari,Gausala Municipality,4
2,Mahotari,Gausala Municipality,6
2,Mahotari,Gausala Municipality,7
2,Mahotari,Gausala Municipality,8
2,Mahotari,Gausala Municipality,9
2,Mahotari,Gausala Municipality,11
2,Mahotari,Gausala Municipality,12
5,Bardiya,Geruwa Rural Municipality,1
5,Bardiya,Geruwa Rural Municipality,2
5,Bardiya,Geruwa Rural Municipality,3
5,Bardiya,Geruwa Rural Municipality,4
5,Bardiya,Geruwa Rural Municipality,5
5,Bardiya,Geruwa Rural Municipality,6
4,Mustang,Gharpajhong Rural Municipality,2
4,Mustang,Gharpajhong Rural Municipality,1
4,Mustang,Gharpajhong Rural Municipality,3
4,Mustang,Gharpajhong Rural Municipality,4
4,Mustang,Gharpajhong Rural Municipality,5
4,Tanahu,Ghiring Rural Municipality,1
4,Tanahu,Ghiring Rural Municipality,2
4,Tanahu,Ghiring Rural Municipality,3
4,Tanahu,Ghiring Rural Municipality,4
4,Tanahu,Ghiring Rural Municipality,5
7,Kailali,Ghodaghodi Municipality,10
7,Kailali,Ghodaghodi Municipality,1
7,Kailali,Ghodaghodi Municipality,2
7,Kailali,Ghodaghodi Municipality,3
7,Kailali,Ghodaghodi Municipality,4
7,Kailali,Ghodaghodi Municipality,5
7,Kailali,Ghodaghodi Municipality,6
7,Kailali,Ghodaghodi Municipality,7
7,Kailali,Ghodaghodi Municipality,8
7,Kailali,Ghodaghodi Municipality,9
7,Kailali,Ghodaghodi Municipality,11
7,Kailali,Ghodaghodi Municipality,12
5,Dang,Ghorahi Sub Metropolitan,1
5,Dang,Ghorahi Sub Metropolitan,2
5,Dang,Ghorahi Sub Metropolitan,3
5,Dang,Ghorahi Sub Metropolitan,4
5,Dang,Ghorahi Sub Metropolitan,5
5,Dang,Ghorahi Sub Metropolitan,6
5,Dang,Ghorahi Sub Metropolitan,7
5,Dang,Ghorahi Sub Metropolitan,8
5,Dang,Ghorahi Sub Metropolitan,9
