province_id, district_name, location_name, ward_no
7,Doti,Aadarsha Rural Municipality,1
7,Doti,Aadarsha Rural Municipality,2
7,Doti,Aadarsha Rural Municipality,3
7,Doti,Aadarsha Rural Municipality,4
7,Doti,Aadarsha Rural Municipality,5
7,Doti,Aadarsha Rural Municipality,6
7,Doti,Aadarsha Rural Municipality,7
5,Pyuthan,Aairawati Rural Municipality,1
5,Pyuthan,Aairawati Rural Municipality,2
5,Pyuthan,Aairawati Rural Municipality,3
5,Pyuthan,Aairawati Rural Municipality,4
5,Pyuthan,Aairawati Rural Municipality,5
5,Pyuthan,Aairawati Rural Municipality,6
7,Dadeldhura,Aalital Rural Municipality,2
7,Dadeldhura,Aalital Rural Municipality,1
7,Dadeldhura,Aalital Rural Municipality,3
7,Dadeldhura,Aalital Rural Municipality,4
7,Dadeldhura,Aalital Rural Municipality,5
7,Dadeldhura,Aalital Rural Municipality,6
7,Dadeldhura,Aalital Rural Municipality,7
7,Dadeldhura,Aalital Rural Municipality,8
1,Bhojpur,Aamchowk Rural Municipality,4
1,Bhojpur,Aamchowk Rural Municipality,1
1,Bhojpur,Aamchowk Rural Municipality,2
1,Bhojpur,Aamchowk Rural Municipality,3
1,Bhojpur,Aamchowk Rural Municipality,5
1,Bhojpur,Aamchowk Rural Municipality,6
1,Bhojpur,Aamchowk Rural Municipality,7
1,Bhojpur,Aamchowk Rural Municipality,8
1,Bhojpur,Aamchowk Rural Municipality,9
1,Bhojpur,Aamchowk Rural Municipality,10
4,Syangja,Aandhikhola Rural Municipality,1
4,Syangja,Aandhikhola Rural Municipality,2
4,Syangja,Aandhikhola Rural Municipality,3
4,Syangja,Aandhikhola Rural Municipality,4
4,Syangja,Aandhikhola Rural Municipality,5
4,Syangja,Aandhikhola Rural Municipality,6
4,Gorkha,Aarughat Rural Municipality,1
4,Gorkha,Aarughat Rural Municipality,2
4,Gorkha,Aarughat Rural Municipality,3
4,Gorkha,Aarughat Rural Municipality,4
4,Gorkha,Aarughat Rural Municipality,5
4,Gorkha,Aarughat Rural Municipality,6
4,Gorkha,Aarughat Rural Municipality,7
4,Gorkha,Aarughat Rural Municipality,8
4,Gorkha,Aarughat Rural Municipality,9
4,Gorkha,Aarughat Rural Municipality,10
6,Rukum,Aathabiskot Municipality,9
6,Rukum,Aathabiskot Municipality,1
6,Rukum,Aathabiskot Municipality,2
6,Rukum,Aathabiskot Municipality,3
6,Rukum,Aathabiskot Municipality,4
6,Rukum,Aathabiskot Municipality,5
6,Rukum,Aathabiskot Municipality,6
6,Rukum,Aathabiskot Municipality,7
6,Rukum,Aathabiskot Municipality,8
6,Rukum,Aathabiskot Municipality,10
6,Rukum,Aathabiskot Municipality,11
6,Rukum,Aathabiskot Municipality,12
6,Rukum,Aathabiskot Municipality,13
6,Rukum,Aathabiskot Municipality,14
6,Dailekh,Aathbis Municipality,1
6,Dailekh,Aathbis Municipality,2
6,Dailekh,Aathbis Municipality,3
6,Dailekh,Aathbis Municipality,4
6,Dailekh,Aathbis Municipality,5
6,Dailekh,Aathbis Municipality,6
6,Dailekh,Aathbis Municipality,7
6,Dailekh,Aathbis Municipality,8
6,Dailekh,Aathbis Municipality,9
6,Humla,Adanchuli Rural Municipality,3
6,Humla,Adanchuli Rural Municipality,1
6,Humla,Adanchuli Rural Municipality,2
6,Humla,Adanchuli Rural Municipality,4
6,Humla,Adanchuli Rural Municipality,5
6,Humla,Adanchuli Rural Municipality,6
2,Bara,Adarsha Kotwal Rural Municipality,3
2,Bara,Adarsha Kotwal Rural Municipality,4
2,Bara,Adarsha Kotwal Rural Municipality,1
2,Bara,Adarsha Kotwal Rural Municipality,2
2,Bara,Adarsha Kotwal Rural Municipality,5
2,Bara,Adarsha Kotwal Rural Municipality,6
2,Bara,Adarsha Kotwal Rural Municipality,7
2,Bara,Adarsha Kotwal Rural Municipality,8
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,4
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,1
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,2
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,3
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,5
2,Saptari,Agmisair Krishna Sabaran Rural Municipality,6
1,Khotang,Aiselukharka Rural Municipality,1
1,Khotang,Aiselukharka Rural Municipality,2
1,Khotang,Aiselukharka Rural Municipality,3
1,Khotang,Aiselukharka Rural Municipality,4
1,Khotang,Aiselukharka Rural Municipality,5
1,Khotang,Aiselukharka Rural Municipality,6
1,Khotang,Aiselukharka Rural Municipality,7
7,Dadeldhura,Ajayameru Rural Municipality,5
7,Dadeldhura,Ajayameru Rural Municipality,1
7,Dadeldhura,Ajayameru Rural Municipality,2
7,Dadeldhura,Ajayameru Rural Municipality,3
7,Dadeldhura,Ajayameru Rural Municipality,4
7,Dadeldhura,Ajayameru Rural Municipality,6
4,Gorkha,Ajirkot Rural Municipality,1
4,Gorkha,Ajirkot Rural Municipality,2
4,Gorkha,Ajirkot Rural Municipality,3
4,Gorkha,Ajirkot Rural Municipality,4
4,Gorkha,Ajirkot Rural Municipality,5
7,Dadeldhura,Amargadhi Municipality,9
7,Dadeldhura,Amargadhi Municipality,1
7,Dadeldhura,Amargadhi Municipality,2
7,Dadeldhura,Amargadhi Municipality,3
7,Dadeldhura,Amargadhi Municipality,4
7,Dadeldhura,Amargadhi Municipality,5
7,Dadeldhura,Amargadhi Municipality,6
7,Dadeldhura,Amargadhi Municipality,7
7,Dadeldhura,Amargadhi Municipality,8
7,Dadeldhura,Amargadhi Municipality,10
7,Dadeldhura,Amargadhi Municipality,11
4,Tanahu,Anbukhaireni Rural Municipality,1
4,Tanahu,Anbukhaireni Rural Municipality,2
4,Tanahu,Anbukhaireni Rural Municipality,3
4,Tanahu,Anbukhaireni Rural Municipality,4
4,Tanahu,Anbukhaireni Rural Municipality,5
4,Tanahu,Anbukhaireni Rural Municipality,6
4,Kaski,Annapurna Rural Municipality,1
4,Kaski,Annapurna Rural Municipality,2
4,Kaski,Annapurna Rural Municipality,3
4,Kaski,Annapurna Rural Municipality,4
4,Kaski,Annapurna Rural Municipality,5
4,Kaski,Annapurna Rural Municipality,6
4,Kaski,Annapurna Rural Municipality,7
4,Kaski,Annapurna Rural Municipality,8
4,Kaski,Annapurna Rural Municipality,9
4,Kaski,Annapurna Rural Municipality,10
4,Kaski,Annapurna Rural Municipality,11
4,Myagdi,Annapurna Rural Municipality,1
4,Myagdi,Annapurna Rural Municipality,2
4,Myagdi,Annapurna Rural Municipality,3
4,Myagdi,Annapurna Rural Municipality,4
4,Myagdi,Annapurna Rural Municipality,5
4,Myagdi,Annapurna Rural Municipality,6
4,Myagdi,Annapurna Rural Municipality,7
4,Myagdi,Annapurna Rural Municipality,8
7,Darchula,Apihimal Rural Municipality,1
7,Darchula,Apihimal Rural Municipality,2
7,Darchula,Apihimal Rural Municipality,3
7,Darchula,Apihimal Rural Municipality,4
7,Darchula,Apihimal Rural Municipality,5
7,Darchula,Apihimal Rural Municipality,6
4,Syangja,Arjun Choupari Rural Municipality,1
4,Syangja,Arjun Choupari Rural Municipality,2
4,Syangja,Arjun Choupari Rural Municipality,3
4,Syangja,Arjun Choupari Rural Municipality,4
4,Syangja,Arjun Choupari Rural Municipality,5
4,Syangja,Arjun Choupari Rural Municipality,6
1,Jhapa,Arjundhara Municipality,1
1,Jhapa,Arjundhara Municipality,2
1,Jhapa,Arjundhara Municipality,3
1,Jhapa,Arjundhara Municipality,4
1,Jhapa,Arjundhara Municipality,5
1,Jhapa,Arjundhara Municipality,6
1,Jhapa,Arjundhara Municipality,7
1,Jhapa,Arjundhara Municipality,8
1,Jhapa,Arjundhara Municipality,9
1,Jhapa,Arjundhara Municipality,10
1,Jhapa,Arjundhara Municipality,11
2,Siraha,Arnama Rural Municipality,1
2,Siraha,Arnama Rural Municipality,2
2,Siraha,Arnama Rural Municipality,3
2,Siraha,Arnama Rural Municipality,4
2,Siraha,Arnama Rural Municipality,5
1,Bhojpur,Arun Rural Municipality,1
1,Bhojpur,Arun Rural Municipality,2
1,Bhojpur,Arun Rural Municipality,3
1,Bhojpur,Arun Rural Municipality,4
1,Bhojpur,Arun Rural Municipality,5
1,Bhojpur,Arun Rural Municipality,6
1,Bhojpur,Arun Rural Municipality,7
1,Tenhrathum,Athrai Rural Municipality,2
1,Tenhrathum,Athrai Rural Municipality,4
1,Tenhrathum,Athrai Rural Municipality,5
1,Tenhrathum,Athrai Rural Municipality,1
1,Tenhrathum,Athrai Rural Municipality,3
1,Tenhrathum,Athrai Rural Municipality,6
1,Tenhrathum,Athrai Rural Municipality,7
1,Taplejung,Athrai Tribeni Rural Municipality,3
1,Taplejung,Athrai Tribeni Rural Municipality,1
1,Taplejung,Athrai Tribeni Rural Municipality,2
1,Taplejung,Athrai Tribeni Rural Municipality,4
1,Taplejung,Athrai Tribeni Rural Municipality,5
2,Mahotari,Aurahi Municipality,1
2,Mahotari,Aurahi Municipality,2
2,Mahotari,Aurahi Municipality,3
2,Mahotari,Aurahi Municipality,4
2,Mahotari,Aurahi Municipality,5
2,Mahotari,Aurahi Municipality,6
2,Mahotari,Aurahi Municipality,7
2,Mahotari,Aurahi Municipality,8
2,Mahotari,Aurahi Municipality,9
2,Siraha,Aurahi Rural Municipality,1
2,Siraha,Aurahi Rural Municipality,2
2,Siraha,Aurahi Rural Municipality,3
2,Siraha,Aurahi Rural Municipality,4
2,Siraha,Aurahi Rural Municipality,5
2,Dhanusha,Aurahi Rural Municipality,5
2,Dhanusha,Aurahi Rural Municipality,1
2,Dhanusha,Aurahi Rural Municipality,2
2,Dhanusha,Aurahi Rural Municipality,3
2,Dhanusha,Aurahi Rural Municipality,4
2,Dhanusha,Aurahi Rural Municipality,6
5,Dang,Babai Rural Municipality,1
5,Dang,Babai Rural Municipality,2
5,Dang,Babai Rural Municipality,3
5,Dang,Babai Rural Municipality,4
5,Dang,Babai Rural Municipality,5
5,Dang,Babai Rural Municipality,6
5,Dang,Babai Rural Municipality,7
5,Bardiya,Badhaiyatal Rural Municipality,1
5,Bardiya,Badhaiyatal Rural Municipality,2
5,Bardiya,Badhaiyatal Rural Municipality,3
5,Bardiya,Badhaiyatal Rural Municipality,4
5,Bardiya,Badhaiyatal Rural Municipality,5
5,Bardiya,Badhaiyatal Rural Municipality,6
5,Bardiya,Badhaiyatal Rural Municipality,7
5,Bardiya,Badhaiyatal Rural Municipality,8
5,Bardiya,Badhaiyatal Rural Municipality,9
7,Doti,Badi Kedar Rural Municipality,4
7,Doti,Badi Kedar Rural Municipality,5
7,Doti,Badi Kedar Rural Municipality,1
7,Doti,Badi Kedar Rural Municipality,2
7,Doti,Badi Kedar Rural Municipality,3
4,Baglung,Badigad Rural Municipality,3
4,Baglung,Badigad Rural Municipality,1
4,Baglung,Badigad Rural Municipality,2
4,Baglung,Badigad Rural Municipality,4
4,Baglung,Badigad Rural Municipality,5
4,Baglung,Badigad Rural Municipality,6
4,Baglung,Badigad Rural Municipality,7
4,Baglung,Badigad Rural Municipality,8
4,Baglung,Badigad Rural Municipality,9
4,Baglung,Badigad Rural Municipality,10
7,Bajura,Badimalika Municipality,4
7,Bajura,Badimalika Municipality,1
7,Bajura,Badimalika Municipality,2
7,Bajura,Badimalika Municipality,3
7,Bajura,Badimalika Municipality,5
7,Bajura,Badimalika Municipality,6
7,Bajura,Badimalika Municipality,7
7,Bajura,Badimalika Municipality,8
7,Bajura,Badimalika Municipality,9
5,Palpa,Baganaskali Rural Municipality,1
5,Palpa,Baganaskali Rural Municipality,2
5,Palpa,Baganaskali Rural Municipality,3
5,Palpa,Baganaskali Rural Municipality,4
5,Palpa,Baganaskali Rural Municipality,5
5,Palpa,Baganaskali Rural Municipality,6
5,Palpa,Baganaskali Rural Municipality,7
5,Palpa,Baganaskali Rural Municipality,8
5,Palpa,Baganaskali Rural Municipality,9
6,Salyan,Bagchaur Municipality,1
6,Salyan,Bagchaur Municipality,2
6,Salyan,Bagchaur Municipality,3
6,Salyan,Bagchaur Municipality,4
6,Salyan,Bagchaur Municipality,5
6,Salyan,Bagchaur Municipality,6
6,Salyan,Bagchaur Municipality,7
6,Salyan,Bagchaur Municipality,8
6,Salyan,Bagchaur Municipality,9
6,Salyan,Bagchaur Municipality,10
6,Salyan,Bagchaur Municipality,11
6,Salyan,Bagchaur Municipality,12
4,Baglung,Baglung Municipality,6
4,Baglung,Baglung Municipality,1
4,Baglung,Baglung Municipality,2
4,Baglung,Baglung Municipality,3
4,Baglung,Baglung Municipality,4
4,Baglung,Baglung Municipality,5
4,Baglung,Baglung Municipality,7
4,Baglung,Baglung Municipality,8
4,Baglung,Baglung Municipality,9
4,Baglung,Baglung Municipality,10
4,Baglung,Baglung Municipality,11
4,Baglung,Baglung Municipality,12
4,Baglung,Baglung Municipality,13
4,Baglung,Baglung Municipality,14
2,Sarlahi,Bagmati Municipality,10
2,Sarlahi,Bagmati Municipality,1
2,Sarlahi,Bagmati Municipality,2
2,Sarlahi,Bagmati Municipality,3
2,Sarlahi,Bagmati Municipality,4
2,Sarlahi,Bagmati Municipality,5
2,Sarlahi,Bagmati Municipality,6
2,Sarlahi,Bagmati Municipality,7
2,Sarlahi,Bagmati Municipality,8
2,Sarlahi,Bagmati Municipality,9
2,Sarlahi,Bagmati Municipality,11
2,Sarlahi,Bagmati Municipality,12
3,Lalitpur,Bagmati Rural Municipality,1
3,Lalitpur,Bagmati Rural Municipality,2
3,Lalitpur,Bagmati Rural Municipality,3
3,Lalitpur,Bagmati Rural Municipality,4
3,Lalitpur,Bagmati Rural Municipality,5
3,Lalitpur,Bagmati Rural Municipality,6
3,Lalitpur,Bagmati Rural Municipality,7
3,Makawanpur,Bagmati Rural Municipality,1
3,Makawanpur,Bagmati Rural Municipality,2
3,Makawanpur,Bagmati Rural Municipality,3
3,Makawanpur,Bagmati Rural Municipality,4
3,Makawanpur,Bagmati Rural Municipality,5
3,Makawanpur,Bagmati Rural Municipality,6
3,Makawanpur,Bagmati Rural Municipality,7
3,Makawanpur,Bagmati Rural Municipality,8
3,Makawanpur,Bagmati Rural Municipality,9
4,Mustang,Bahragaun Muktikshetra Rural Municipality,1
4,Mustang,Bahragaun Muktikshetra Rural Municipality,2
4,Mustang,Bahragaun Muktikshetra Rural Municipality,3
4,Mustang,Bahragaun Muktikshetra Rural Municipality,4
4,Mustang,Bahragaun Muktikshetra Rural Municipality,5
2,Parsa,Bahudarmai Municipality,9
2,Parsa,Bahudarmai Municipality,1
2,Parsa,Bahudarmai Municipality,2
2,Parsa,Bahudarmai Municipality,3
2,Parsa,Bahudarmai Municipality,4
2,Parsa,Bahudarmai Municipality,5
2,Parsa,Bahudarmai Municipality,6
2,Parsa,Bahudarmai Municipality,7
2,Parsa,Bahudarmai Municipality,8
5,Banke,Baijanath Rural Municipality,3
5,Banke,Baijanath Rural Municipality,1
5,Banke,Baijanath Rural Municipality,2
5,Banke,Baijanath Rural Municipality,4
5,Banke,Baijanath Rural Municipality,5
5,Banke,Baijanath Rural Municipality,6
5,Banke,Baijanath Rural Municipality,7
5,Banke,Baijanath Rural Municipality,8
3,Dolakha,Baiteshwor Rural Municipality,1
3,Dolakha,Baiteshwor Rural Municipality,2
3,Dolakha,Baiteshwor Rural Municipality,3
3,Dolakha,Baiteshwor Rural Municipality,4
3,Dolakha,Baiteshwor Rural Municipality,5
3,Dolakha,Baiteshwor Rural Municipality,6
3,Dolakha,Baiteshwor Rural Municipality,7
3,Dolakha,Baiteshwor Rural Municipality,8
3,Makawanpur,Bakaiya Rural Municipality,1
3,Makawanpur,Bakaiya Rural Municipality,2
3,Makawanpur,Bakaiya Rural Municipality,3
3,Makawanpur,Bakaiya Rural Municipality,4
3,Makawanpur,Bakaiya Rural Municipality,5
3,Makawanpur,Bakaiya Rural Municipality,6
3,Makawanpur,Bakaiya Rural Municipality,7
3,Makawanpur,Bakaiya Rural Municipality,8
3,Makawanpur,Bakaiya Rural Municipality,9
3,Makawanpur,Bakaiya Rural Municipality,10
3,Makawanpur,Bakaiya Rural Municipality,11
3,Makawanpur,Bakaiya Rural Municipality,12
2,Saptari,Balan Bihul Rural Municipality,2
2,Saptari,Balan Bihul Rural Municipality,3
2,Saptari,Balan Bihul Rural Municipality,1
2,Saptari,Balan Bihul Rural Municipality,4
2,Saptari,Balan Bihul Rural Municipality,5
2,Saptari,Balan Bihul Rural Municipality,6
2,Sarlahi,Balara Municipality,1
2,Sarlahi,Balara Municipality,2
2,Sarlahi,Balara Municipality,3
2,Sarlahi,Balara Municipality,4
2,Sarlahi,Balara Municipality,5
2,Sarlahi,Balara Municipality,6
2,Sarlahi,Balara Municipality,7
2,Sarlahi,Balara Municipality,8
2,Sarlahi,Balara Municipality,9
2,Sarlahi,Balara Municipality,10
2,Sarlahi,Balara Municipality,11
2,Mahotari,Balawa Municipality,1
2,Mahotari,Balawa Municipality,2
2,Mahotari,Balawa Municipality,3
2,Mahotari,Balawa Municipality,4
2,Mahotari,Balawa Municipality,5
2,Mahotari,Balawa Municipality,6
2,Mahotari,Balawa Municipality,7
2,Mahotari,Balawa Municipality,8
2,Mahotari,Balawa Municipality,9
2,Mahotari,Balawa Municipality,10
2,Mahotari,Balawa Municipality,11
3,Sindhupalchok,Balephi Rural Municipality,1
3,Sindhupalchok,Balephi Rural Municipality,2
3,Sindhupalchok,Balephi Rural Municipality,3
3,Sindhupalchok,Balephi Rural Municipality,4
3,Sindhupalchok,Balephi Rural Municipality,5
3,Sindhupalchok,Balephi Rural Municipality,6
3,Sindhupalchok,Balephi Rural Municipality,7
3,Sindhupalchok,Balephi Rural Municipality,8
4,Tanahu,Bandipur Rural Municipality,1
4,Tanahu,Bandipur Rural Municipality,2
4,Tanahu,Bandipur Rural Municipality,3
4,Tanahu,Bandipur Rural Municipality,4
4,Tanahu,Bandipur Rural Municipality,5
4,Tanahu,Bandipur Rural Municipality,6
3,Kavre,Banepa Municipality,1
3,Kavre,Banepa Municipality,2
3,Kavre,Banepa Municipality,3
3,Kavre,Banepa Municipality,4
3,Kavre,Banepa Municipality,5
3,Kavre,Banepa Municipality,6
3,Kavre,Banepa Municipality,7
3,Kavre,Banepa Municipality,8
3,Kavre,Banepa Municipality,9
3,Kavre,Banepa Municipality,10
3,Kavre,Banepa Municipality,11
3,Kavre,Banepa Municipality,12
3,Kavre,Banepa Municipality,13
3,Kavre,Banepa Municipality,14
6,Salyan,Bangad Kupinde Municipality,1
6,Salyan,Bangad Kupinde Municipality,8
6,Salyan,Bangad Kupinde Municipality,2
6,Salyan,Bangad Kupinde Municipality,3
6,Salyan,Bangad Kupinde Municipality,4
6,Salyan,Bangad Kupinde Municipality,5
6,Salyan,Bangad Kupinde Municipality,6
6,Salyan,Bangad Kupinde Municipality,7
6,Salyan,Bangad Kupinde Municipality,9
6,Salyan,Bangad Kupinde Municipality,10
6,Salyan,Bangad Kupinde Municipality,11
6,Salyan,Bangad Kupinde Municipality,12
5,Dang,Bangalichuli Rural Municipality,2
5,Dang,Bangalichuli Rural Municipality,8
5,Dang,Bangalichuli Rural Municipality,1
5,Dang,Bangalichuli Rural Municipality,3
5,Dang,Bangalichuli Rural Municipality,4
5,Dang,Bangalichuli Rural Municipality,5
5,Dang,Bangalichuli Rural Municipality,6
5,Dang,Bangalichuli Rural Municipality,7
5,Kapilbastu,Banganga Municipality,1
5,Kapilbastu,Banganga Municipality,2
5,Kapilbastu,Banganga Municipality,3
5,Kapilbastu,Banganga Municipality,4
5,Kapilbastu,Banganga Municipality,5
5,Kapilbastu,Banganga Municipality,6
5,Kapilbastu,Banganga Municipality,7
5,Kapilbastu,Banganga Municipality,8
5,Kapilbastu,Banganga Municipality,9
5,Kapilbastu,Banganga Municipality,10
5,Kapilbastu,Banganga Municipality,11
7,Achham,Bannigadhi Jayagadh Rural Municipality,2
7,Achham,Bannigadhi Jayagadh Rural Municipality,3
7,Achham,Bannigadhi Jayagadh Rural Municipality,1
7,Achham,Bannigadhi Jayagadh Rural Municipality,4
7,Achham,Bannigadhi Jayagadh Rural Municipality,5
7,Achham,Bannigadhi Jayagadh Rural Municipality,6
6,Rukum,Banphikot Rural Municipality,1
6,Rukum,Banphikot Rural Municipality,2
6,Rukum,Banphikot Rural Municipality,3
6,Rukum,Banphikot Rural Municipality,4
6,Rukum,Banphikot Rural Municipality,5
6,Rukum,Banphikot Rural Municipality,6
6,Rukum,Banphikot Rural Municipality,7
6,Rukum,Banphikot Rural Municipality,8
6,Rukum,Banphikot Rural Municipality,9
6,Rukum,Banphikot Rural Municipality,10
5,Bardiya,Bansgadhi Municipality,2
5,Bardiya,Bansgadhi Municipality,1
5,Bardiya,Bansgadhi Municipality,3
5,Bardiya,Bansgadhi Municipality,4
5,Bardiya,Bansgadhi Municipality,5
5,Bardiya,Bansgadhi Municipality,6
5,Bardiya,Bansgadhi Municipality,7
5,Bardiya,Bansgadhi Municipality,8
5,Bardiya,Bansgadhi Municipality,9
3,Sindhupalchok,Barabise Municipality,1
3,Sindhupalchok,Barabise Municipality,2
3,Sindhupalchok,Barabise Municipality,3
3,Sindhupalchok,Barabise Municipality,4
3,Sindhupalchok,Barabise Municipality,5
3,Sindhupalchok,Barabise Municipality,6
3,Sindhupalchok,Barabise Municipality,7
3,Sindhupalchok,Barabise Municipality,8
3,Sindhupalchok,Barabise Municipality,9
2,Bara,Baragadhi Rural Municipality,1
2,Bara,Baragadhi Rural Municipality,2
2,Bara,Baragadhi Rural Municipality,3
2,Bara,Baragadhi Rural Municipality,4
2,Bara,Baragadhi Rural Municipality,5
2,Bara,Baragadhi Rural Municipality,6
1,Sunsari,Barah Municipality,1
1,Sunsari,Barah Municipality,2
1,Sunsari,Barah Municipality,3
1,Sunsari,Barah Municipality,4
1,Sunsari,Barah Municipality,5
1,Sunsari,Barah Municipality,6
1,Sunsari,Barah Municipality,7
1,Sunsari,Barah Municipality,8
1,Sunsari,Barah Municipality,9
1,Sunsari,Barah Municipality,10
1,Sunsari,Barah Municipality,11
1,Khotang,Baraha Pokhari Rural Municipality,1
1,Khotang,Baraha Pokhari Rural Municipality,2
1,Khotang,Baraha Pokhari Rural Municipality,3
1,Khotang,Baraha Pokhari Rural Municipality,4
1,Khotang,Baraha Pokhari Rural Municipality,5
1,Khotang,Baraha Pokhari Rural Municipality,6
6,Surkhet,Barahatal Rural Municipality,1
6,Surkhet,Barahatal Rural Municipality,2
6,Surkhet,Barahatal Rural Municipality,3
6,Surkhet,Barahatal Rural Municipality,4
6,Surkhet,Barahatal Rural Municipality,5
6,Surkhet,Barahatal Rural Municipality,6
6,Surkhet,Barahatal Rural Municipality,7
6,Surkhet,Barahatal Rural Municipality,8
6,Surkhet,Barahatal Rural Municipality,9
6,Surkhet,Barahatal Rural Municipality,10
2,Sarlahi,Barahathawa Municipality,2
2,Sarlahi,Barahathawa Municipality,5
2,Sarlahi,Barahathawa Municipality,6
2,Sarlahi,Barahathawa Municipality,15
2,Sarlahi,Barahathawa Municipality,1
2,Sarlahi,Barahathawa Municipality,3
2,Sarlahi,Barahathawa Municipality,4
2,Sarlahi,Barahathawa Municipality,7
2,Sarlahi,Barahathawa Municipality,8
2,Sarlahi,Barahathawa Municipality,9
2,Sarlahi,Barahathawa Municipality,10
2,Sarlahi,Barahathawa Municipality,11
2,Sarlahi,Barahathawa Municipality,12
2,Sarlahi,Barahathawa Municipality,13
2,Sarlahi,Barahathawa Municipality,14
2,Sarlahi,Barahathawa Municipality,16
2,Sarlahi,Barahathawa Municipality,17
2,Sarlahi,Barahathawa Municipality,18
5,Bardiya,Barbardiya Municipality,1
5,Bardiya,Barbardiya Municipality,2
5,Bardiya,Barbardiya Municipality,3
5,Bardiya,Barbardiya Municipality,4
5,Bardiya,Barbardiya Municipality,5
5,Bardiya,Barbardiya Municipality,6
5,Bardiya,Barbardiya Municipality,7
5,Bardiya,Barbardiya Municipality,8
5,Bardiya,Barbardiya Municipality,9
5,Bardiya,Barbardiya Municipality,10
5,Bardiya,Barbardiya Municipality,11
7,Kailali,Bardagoriya Rural Municipality,1
7,Kailali,Bardagoriya Rural Municipality,2
7,Kailali,Bardagoriya Rural Municipality,3
7,Kailali,Bardagoriya Rural Municipality,4
7,Kailali,Bardagoriya Rural Municipality,5
7,Kailali,Bardagoriya Rural Municipality,6
5,Nawalparasi,Bardghat Municipality,11
5,Nawalparasi,Bardghat Municipality,12
5,Nawalparasi,Bardghat Municipality,1
5,Nawalparasi,Bardghat Municipality,2
5,Nawalparasi,Bardghat Municipality,3
5,Nawalparasi,Bardghat Municipality,4
5,Nawalparasi,Bardghat Municipality,5
5,Nawalparasi,Bardghat Municipality,6
5,Nawalparasi,Bardghat Municipality,7
5,Nawalparasi,Bardghat Municipality,8
5,Nawalparasi,Bardghat Municipality,9
5,Nawalparasi,Bardghat Municipality,10
5,Nawalparasi,Bardghat Municipality,13
5,Nawalparasi,Bardghat Municipality,14
5,Nawalparasi,Bardghat Municipality,15
5,Nawalparasi,Bardghat Municipality,16
2,Mahotari,Bardibas Municipality,4
2,Mahotari,Bardibas Municipality,1
2,Mahotari,Bardibas Municipality,2
2,Mahotari,Bardibas Municipality,3
2,Mahotari,Bardibas Municipality,5
2,Mahotari,Bardibas Municipality,6
2,Mahotari,Bardibas Municipality,7
2,Mahotari,Bardibas Municipality,8
2,Mahotari,Bardibas Municipality,9
2,Mahotari,Bardibas Municipality,10
2,Mahotari,Bardibas Municipality,11
2,Mahotari,Bardibas Municipality,12
2,Mahotari,Bardibas Municipality,13
2,Mahotari,Bardibas Municipality,14
6,Jajarkot,Barekot Rural Municipality,1
6,Jajarkot,Barekot Rural Municipality,2
6,Jajarkot,Barekot Rural Municipality,3
6,Jajarkot,Barekot Rural Municipality,4
6,Jajarkot,Barekot Rural Municipality,5
6,Jajarkot,Barekot Rural Municipality,6
6,Jajarkot,Barekot Rural Municipality,7
6,Jajarkot,Barekot Rural Municipality,8
6,Jajarkot,Barekot Rural Municipality,9
4,Baglung,Bareng Rural Municipality,1
4,Baglung,Bareng Rural Municipality,2
4,Baglung,Bareng Rural Municipality,3
4,Baglung,Bareng Rural Municipality,4
4,Baglung,Bareng Rural Municipality,5
1,Jhapa,Barhadashi Rural Municipality,6
1,Jhapa,Barhadashi Rural Municipality,1
1,Jhapa,Barhadashi Rural Municipality,2
1,Jhapa,Barhadashi Rural Municipality,3
1,Jhapa,Barhadashi Rural Municipality,4
1,Jhapa,Barhadashi Rural Municipality,5
1,Jhapa,Barhadashi Rural Municipality,7
2,Siraha,Bariyarpatti Rural Municipality,3
2,Siraha,Bariyarpatti Rural Municipality,1
2,Siraha,Bariyarpatti Rural Municipality,2
2,Siraha,Bariyarpatti Rural Municipality,4
2,Siraha,Bariyarpatti Rural Municipality,5
1,Sunsari,Barju Rural Municipality,1
1,Sunsari,Barju Rural Municipality,2
1,Sunsari,Barju Rural Municipality,3
1,Sunsari,Barju Rural Municipality,4
1,Sunsari,Barju Rural Municipality,5
1,Sunsari,Barju Rural Municipality,6
2,Sarlahi,Basbariya Rural Municipality,1
2,Sarlahi,Basbariya Rural Municipality,2
2,Sarlahi,Basbariya Rural Municipality,3
2,Sarlahi,Basbariya Rural Municipality,4
2,Sarlahi,Basbariya Rural Municipality,5
2,Sarlahi,Basbariya Rural Municipality,6
2,Dhanusha,Bateshwor Rural Municipality,4
2,Dhanusha,Bateshwor Rural Municipality,1
2,Dhanusha,Bateshwor Rural Municipality,2
2,Dhanusha,Bateshwor Rural Municipality,3
2,Dhanusha,Bateshwor Rural Municipality,5
7,Kanchanpur,Bedkot Municipality,1
7,Kanchanpur,Bedkot Municipality,2
7,Kanchanpur,Bedkot Municipality,3
7,Kanchanpur,Bedkot Municipality,4
7,Kanchanpur,Bedkot Municipality,5
